,일자,구분,확진자,확진률,사망자,사망률
2420,2020-11-14,남성,13281,46.87,260,52.85
2421,2020-11-15,0-9,768,2.69,0,0.0
2422,2020-11-15,10-19,1581,5.54,0,0.0
2423,2020-11-15,20-29,5473,19.17,0,0.0
2424,2020-11-15,30-39,3597,12.6,2,0.41
2425,2020-11-15,40-49,3861,13.53,4,0.81
2426,2020-11-15,50-59,5222,18.29,23,4.67
2427,2020-11-15,60-69,4516,15.82,57,11.56
2428,2020-11-15,70-79,2282,7.99,157,31.85
2429,2020-11-15,80 이상,1246,4.36,250,50.71
2430,2020-11-15,여성,15165,53.12,233,47.26
2431,2020-11-15,남성,13381,46.88,260,52.74
2432,2020-11-16,0-9,774,2.69,0,0.0
2433,2020-11-16,10-19,1593,5.54,0,0.0
2434,2020-11-16,20-29,5510,19.15,0,0.0
2435,2020-11-16,30-39,3624,12.6,2,0.4
2436,2020-11-16,40-49,3890,13.52,4,0.81
2437,2020-11-16,50-59,5262,18.29,23,4.66
2438,2020-11-16,60-69,4569,15.88,57,11.54
2439,2020-11-16,70-79,2297,7.98,157,31.78
2440,2020-11-16,80 이상,1250,4.34,251,50.81
2441,2020-11-16,여성,15270,53.08,234,47.37
2442,2020-11-16,남성,13499,46.92,260,52.63
2443,2020-11-17,0-9,784,2.7,0,0.0
2444,2020-11-17,10-19,1605,5.53,0,0.0
2445,2020-11-17,20-29,5547,19.13,0,0.0
2446,2020-11-17,30-39,3650,12.59,2,0.4
2447,2020-11-17,40-49,3926,13.54,4,0.81
2448,2020-11-17,50-59,5306,18.3,23,4.66
2449,2020-11-17,60-69,4607,15.89,57,11.54
2450,2020-11-17,70-79,2315,7.98,157,31.78
2451,2020-11-17,80 이상,1258,4.34,251,50.81
2452,2020-11-17,여성,15382,53.05,234,47.37
2453,2020-11-17,남성,13616,46.95,260,52.63
2454,2020-11-18,0-9,789,2.69,0,0.0
2455,2020-11-18,10-19,1621,5.53,0,0.0
2456,2020-11-18,20-29,5594,19.08,0,0.0
2457,2020-11-18,30-39,3697,12.61,2,0.4
2458,2020-11-18,40-49,3987,13.6,4,0.81
2459,2020-11-18,50-59,5361,18.29,23,4.64
2460,2020-11-18,60-69,4648,15.86,57,11.49
2461,2020-11-18,70-79,2335,7.97,159,32.06
2462,2020-11-18,80 이상,1279,4.36,251,50.6
2463,2020-11-18,여성,15511,52.92,235,47.38
2464,2020-11-18,남성,13800,47.08,261,52.62
2465,2020-11-19,0-9,811,2.73,0,0.0
2466,2020-11-19,10-19,1664,5.61,0,0.0
2467,2020-11-19,20-29,5642,19.03,0,0.0
2468,2020-11-19,30-39,3744,12.63,2,0.4
2469,2020-11-19,40-49,4043,13.63,4,0.8
2470,2020-11-19,50-59,5416,18.26,23,4.62
2471,2020-11-19,60-69,4692,15.82,59,11.85
2472,2020-11-19,70-79,2352,7.93,159,31.93
2473,2020-11-19,80 이상,1290,4.35,251,50.4
2474,2020-11-19,여성,15673,52.85,236,47.39
2475,2020-11-19,남성,13981,47.15,262,52.61
2476,2020-11-20,0-9,822,2.74,0,0.0
2477,2020-11-20,10-19,1699,5.66,0,0.0
2478,2020-11-20,20-29,5707,19.01,0,0.0
2479,2020-11-20,30-39,3793,12.64,2,0.4
2480,2020-11-20,40-49,4102,13.67,4,0.8
2481,2020-11-20,50-59,5476,18.24,23,4.59
2482,2020-11-20,60-69,4737,15.78,60,11.98
2483,2020-11-20,70-79,2380,7.93,159,31.74
2484,2020-11-20,80 이상,1301,4.33,253,50.5
2485,2020-11-20,여성,15845,52.79,238,47.5
2486,2020-11-20,남성,14172,47.21,263,52.5
2487,2020-11-21,0-9,837,2.75,0,0.0
2488,2020-11-21,10-19,1735,5.71,0,0.0
2489,2020-11-21,20-29,5815,19.13,0,0.0
2490,2020-11-21,30-39,3842,12.64,2,0.4
2491,2020-11-21,40-49,4158,13.68,4,0.8
2492,2020-11-21,50-59,5532,18.2,23,4.57
2493,2020-11-21,60-69,4774,15.7,61,12.13
2494,2020-11-21,70-79,2403,7.9,160,31.81
2495,2020-11-21,80 이상,1307,4.3,253,50.3
2496,2020-11-21,여성,16021,52.7,239,47.51
2497,2020-11-21,남성,14382,47.3,264,52.49
2498,2020-11-22,0-9,854,2.78,0,0.0
2499,2020-11-22,10-19,1755,5.71,0,0.0
2500,2020-11-22,20-29,5880,19.13,0,0.0
2501,2020-11-22,30-39,3889,12.65,2,0.4
2502,2020-11-22,40-49,4222,13.74,4,0.79
2503,2020-11-22,50-59,5588,18.18,23,4.55
2504,2020-11-22,60-69,4806,15.64,61,12.08
2505,2020-11-22,70-79,2421,7.88,161,31.88
2506,2020-11-22,80 이상,1318,4.29,254,50.3
2507,2020-11-22,여성,16178,52.64,240,47.52
2508,2020-11-22,남성,14555,47.36,265,52.48
2509,2020-11-23,0-9,877,2.83,0,0.0
2510,2020-11-23,10-19,1776,5.73,0,0.0
2511,2020-11-23,20-29,5921,19.1,0,0.0
2512,2020-11-23,30-39,3930,12.68,2,0.39
2513,2020-11-23,40-49,4271,13.78,4,0.79
2514,2020-11-23,50-59,5638,18.18,24,4.72
2515,2020-11-23,60-69,4826,15.57,61,11.98
2516,2020-11-23,70-79,2438,7.86,163,32.02
2517,2020-11-23,80 이상,1327,4.28,255,50.1
2518,2020-11-23,여성,16321,52.64,242,47.54
2519,2020-11-23,남성,14683,47.36,267,52.46
2520,2020-11-24,0-9,893,2.85,0,0.0
2521,2020-11-24,10-19,1794,5.72,0,0.0
2522,2020-11-24,20-29,5988,19.1,0,0.0
2523,2020-11-24,30-39,3983,12.7,2,0.39
2524,2020-11-24,40-49,4331,13.81,4,0.78
2525,2020-11-24,50-59,5698,18.17,24,4.71
2526,2020-11-24,60-69,4869,15.53,61,11.96
2527,2020-11-24,70-79,2463,7.86,163,31.96
2528,2020-11-24,80 이상,1334,4.25,256,50.2
2529,2020-11-24,여성,16480,52.56,242,47.45
2530,2020-11-24,남성,14873,47.44,268,52.55
2531,2020-11-25,0-9,904,2.85,0,0.0
2532,2020-11-25,10-19,1825,5.75,0,0.0
2533,2020-11-25,20-29,6040,19.03,0,0.0
2534,2020-11-25,30-39,4044,12.74,2,0.39
2535,2020-11-25,40-49,4406,13.88,4,0.78
2536,2020-11-25,50-59,5770,18.18,24,4.68
2537,2020-11-25,60-69,4915,15.49,62,12.09
2538,2020-11-25,70-79,2487,7.84,165,32.16
2539,2020-11-25,80 이상,1344,4.24,256,49.9
2540,2020-11-25,여성,16656,52.48,244,47.56
2541,2020-11-25,남성,15079,47.52,269,52.44
2542,2020-11-26,0-9,925,2.86,0,0.0
2543,2020-11-26,10-19,1882,5.82,0,0.0
2544,2020-11-26,20-29,6165,19.08,0,0.0
2545,2020-11-26,30-39,4127,12.77,2,0.39
2546,2020-11-26,40-49,4499,13.92,4,0.78
2547,2020-11-26,50-59,5865,18.15,24,4.66
2548,2020-11-26,60-69,4987,15.43,62,12.04
2549,2020-11-26,70-79,2515,7.78,167,32.43
2550,2020-11-26,80 이상,1353,4.19,256,49.71
2551,2020-11-26,여성,16942,52.42,244,47.38
2552,2020-11-26,남성,15376,47.58,271,52.62
2553,2020-11-27,0-9,946,2.88,0,0.0
2554,2020-11-27,10-19,1922,5.84,0,0.0
2555,2020-11-27,20-29,6251,19.01,0,0.0
2556,2020-11-27,30-39,4212,12.81,2,0.39
2557,2020-11-27,40-49,4598,13.98,4,0.78
2558,2020-11-27,50-59,5982,18.19,24,4.65
2559,2020-11-27,60-69,5055,15.37,62,12.02
2560,2020-11-27,70-79,2542,7.73,167,32.36
2561,2020-11-27,80 이상,1379,4.19,257,49.81
2562,2020-11-27,여성,17199,52.3,245,47.48
2563,2020-11-27,남성,15688,47.7,271,52.52
2564,2020-11-28,0-9,959,2.87,0,0.0
2565,2020-11-28,10-19,1959,5.87,0,0.0
2566,2020-11-28,20-29,6319,18.93,0,0.0
2567,2020-11-28,30-39,4284,12.84,2,0.38
2568,2020-11-28,40-49,4690,14.05,4,0.77
2569,2020-11-28,50-59,6060,18.16,24,4.6
2570,2020-11-28,60-69,5137,15.39,63,12.07
2571,2020-11-28,70-79,2572,7.71,167,31.99
2572,2020-11-28,80 이상,1395,4.18,262,50.19
2573,2020-11-28,여성,17441,52.26,249,47.7
2574,2020-11-28,남성,15934,47.74,273,52.3
2575,2020-11-29,0-9,977,2.89,0,0.0
2576,2020-11-29,10-19,1996,5.9,0,0.0
2577,2020-11-29,20-29,6412,18.96,0,0.0
2578,2020-11-29,30-39,4349,12.86,2,0.38
2579,2020-11-29,40-49,4759,14.07,4,0.76
2580,2020-11-29,50-59,6142,18.16,24,4.59
2581,2020-11-29,60-69,5183,15.32,63,12.05
2582,2020-11-29,70-79,2598,7.68,168,32.12
2583,2020-11-29,80 이상,1408,4.16,262,50.1
2584,2020-11-29,여성,17657,52.2,249,47.61
2585,2020-11-29,남성,16167,47.8,274,52.39
2586,2020-11-30,0-9,993,2.9,0,0.0
2587,2020-11-30,10-19,2050,5.99,0,0.0
2588,2020-11-30,20-29,6466,18.91,0,0.0
2589,2020-11-30,30-39,4381,12.81,2,0.38
2590,2020-11-30,40-49,4797,14.03,4,0.76
2591,2020-11-30,50-59,6218,18.18,24,4.56
2592,2020-11-30,60-69,5240,15.32,64,12.17
2593,2020-11-30,70-79,2622,7.67,169,32.13
2594,2020-11-30,80 이상,1434,4.19,263,50.0
2595,2020-11-30,여성,17878,52.27,251,47.72
2596,2020-11-30,남성,16323,47.73,275,52.28
2597,2020-12-01,0-9,1008,2.91,0,0.0
2598,2020-12-01,10-19,2097,6.05,0,0.0
2599,2020-12-01,20-29,6548,18.9,0,0.0
2600,2020-12-01,30-39,4447,12.83,2,0.38
2601,2020-12-01,40-49,4860,14.03,4,0.76
2602,2020-12-01,50-59,6312,18.22,24,4.56
2603,2020-12-01,60-69,5283,15.25,64,12.17
2604,2020-12-01,70-79,2649,7.64,169,32.13
2605,2020-12-01,80 이상,1448,4.18,263,50.0
2606,2020-12-01,여성,18095,52.22,251,47.72
2607,2020-12-01,남성,16557,47.78,275,52.28
2608,2020-12-02,0-9,1027,2.92,0,0.0
2609,2020-12-02,10-19,2140,6.09,0,0.0
2610,2020-12-02,20-29,6633,18.86,0,0.0
2611,2020-12-02,30-39,4536,12.9,2,0.38
2612,2020-12-02,40-49,4939,14.05,4,0.76
2613,2020-12-02,50-59,6411,18.23,24,4.56
2614,2020-12-02,60-69,5340,15.19,64,12.17
2615,2020-12-02,70-79,2672,7.6,169,32.13
2616,2020-12-02,80 이상,1465,4.17,263,50.0
2617,2020-12-02,여성,18344,52.17,251,47.72
2618,2020-12-02,남성,16819,47.83,275,52.28
2619,2020-12-03,0-9,1058,2.96,0,0.0
2620,2020-12-03,10-19,2181,6.11,0,0.0
2621,2020-12-03,20-29,6737,18.87,0,0.0
2622,2020-12-03,30-39,4604,12.9,2,0.38
2623,2020-12-03,40-49,5032,14.09,5,0.95
2624,2020-12-03,50-59,6506,18.22,24,4.54
2625,2020-12-03,60-69,5415,15.17,64,12.1
2626,2020-12-03,70-79,2699,7.56,171,32.33
2627,2020-12-03,80 이상,1471,4.12,263,49.72
2628,2020-12-03,여성,18611,52.13,253,47.83
2629,2020-12-03,남성,17092,47.87,276,52.17
2630,2020-12-04,0-9,1083,2.98,0,0.0
2631,2020-12-04,10-19,2227,6.13,0,0.0
2632,2020-12-04,20-29,6837,18.82,0,0.0
2633,2020-12-04,30-39,4686,12.9,2,0.37
2634,2020-12-04,40-49,5121,14.1,5,0.93
2635,2020-12-04,50-59,6625,18.23,24,4.48
2636,2020-12-04,60-69,5508,15.16,64,11.94
2637,2020-12-04,70-79,2742,7.55,173,32.28
2638,2020-12-04,80 이상,1503,4.14,268,50.0
2639,2020-12-04,여성,18952,52.16,257,47.95
2640,2020-12-04,남성,17380,47.84,279,52.05
2641,2020-12-05,0-9,1106,3.0,0,0.0
2642,2020-12-05,10-19,2279,6.17,0,0.0
2643,2020-12-05,20-29,6937,18.79,0,0.0
2644,2020-12-05,30-39,4752,12.87,2,0.37
2645,2020-12-05,40-49,5199,14.08,5,0.93
2646,2020-12-05,50-59,6718,18.2,24,4.44
2647,2020-12-05,60-69,5598,15.16,64,11.85
2648,2020-12-05,70-79,2792,7.56,173,32.04
2649,2020-12-05,80 이상,1534,4.16,272,50.37
2650,2020-12-05,여성,19247,52.14,260,48.15
2651,2020-12-05,남성,17668,47.86,280,51.85
2652,2020-12-06,0-9,1128,3.0,0,0.0
2653,2020-12-06,10-19,2309,6.15,0,0.0
2654,2020-12-06,20-29,7009,18.67,0,0.0
2655,2020-12-06,30-39,4842,12.9,2,0.37
2656,2020-12-06,40-49,5272,14.04,5,0.92
2657,2020-12-06,50-59,6841,18.22,24,4.4
2658,2020-12-06,60-69,5709,15.21,64,11.74
2659,2020-12-06,70-79,2860,7.62,173,31.74
2660,2020-12-06,80 이상,1576,4.2,277,50.83
2661,2020-12-06,여성,19539,52.04,263,48.26
2662,2020-12-06,남성,18007,47.96,282,51.74
2663,2020-12-07,0-9,1142,2.99,0,0.0
2664,2020-12-07,10-19,2340,6.13,0,0.0
2665,2020-12-07,20-29,7093,18.59,0,0.0
2666,2020-12-07,30-39,4917,12.88,2,0.36
2667,2020-12-07,40-49,5346,14.01,5,0.91
2668,2020-12-07,50-59,6980,18.29,24,4.37
2669,2020-12-07,60-69,5808,15.22,64,11.66
2670,2020-12-07,70-79,2919,7.65,174,31.69
2671,2020-12-07,80 이상,1616,4.23,280,51.0
2672,2020-12-07,여성,19856,52.03,265,48.27
2673,2020-12-07,남성,18305,47.97,284,51.73
2674,2020-12-08,0-9,1162,3.0,0,0.0
2675,2020-12-08,10-19,2373,6.12,0,0.0
2676,2020-12-08,20-29,7167,18.49,0,0.0
2677,2020-12-08,30-39,4992,12.88,2,0.36
2678,2020-12-08,40-49,5428,14.01,5,0.91
2679,2020-12-08,50-59,7089,18.29,25,4.53
2680,2020-12-08,60-69,5899,15.22,64,11.59
2681,2020-12-08,70-79,2976,7.68,174,31.52
2682,2020-12-08,80 이상,1669,4.31,282,51.09
2683,2020-12-08,여성,20176,52.06,267,48.37
2684,2020-12-08,남성,18579,47.94,285,51.63
2685,2020-12-09,0-9,1186,3.01,0,0.0
2686,2020-12-09,10-19,2416,6.13,0,0.0
2687,2020-12-09,20-29,7230,18.34,0,0.0
2688,2020-12-09,30-39,5087,12.9,2,0.36
2689,2020-12-09,40-49,5524,14.01,5,0.9
2690,2020-12-09,50-59,7214,18.29,25,4.5
2691,2020-12-09,60-69,6024,15.28,65,11.69
2692,2020-12-09,70-79,3050,7.73,175,31.47
2693,2020-12-09,80 이상,1701,4.31,284,51.08
2694,2020-12-09,여성,20518,52.03,269,48.38
2695,2020-12-09,남성,18914,47.97,287,51.62
2696,2020-12-10,0-9,1223,3.05,0,0.0
2697,2020-12-10,10-19,2466,6.15,0,0.0
2698,2020-12-10,20-29,7310,18.23,0,0.0
2699,2020-12-10,30-39,5196,12.96,2,0.35
2700,2020-12-10,40-49,5615,14.0,5,0.89
2701,2020-12-10,50-59,7320,18.26,25,4.43
2702,2020-12-10,60-69,6137,15.31,65,11.52
2703,2020-12-10,70-79,3100,7.73,177,31.38
2704,2020-12-10,80 이상,1731,4.32,290,51.42
2705,2020-12-10,여성,20841,51.98,275,48.76
2706,2020-12-10,남성,19257,48.02,289,51.24
2707,2020-12-11,0-9,1258,3.08,0,0.0
2708,2020-12-11,10-19,2512,6.16,0,0.0
2709,2020-12-11,20-29,7395,18.13,0,0.0
2710,2020-12-11,30-39,5277,12.94,2,0.35
2711,2020-12-11,40-49,5714,14.01,5,0.87
2712,2020-12-11,50-59,7445,18.25,25,4.37
2713,2020-12-11,60-69,6237,15.29,68,11.89
2714,2020-12-11,70-79,3162,7.75,178,31.12
2715,2020-12-11,80 이상,1786,4.38,294,51.4
2716,2020-12-11,여성,21193,51.96,280,48.95
2717,2020-12-11,남성,19593,48.04,292,51.05
2718,2020-12-12,0-9,1310,3.14,0,0.0
2719,2020-12-12,10-19,2598,6.22,0,0.0
2720,2020-12-12,20-29,7492,17.95,0,0.0
2721,2020-12-12,30-39,5391,12.92,2,0.35
2722,2020-12-12,40-49,5856,14.03,5,0.87
2723,2020-12-12,50-59,7619,18.26,25,4.33
2724,2020-12-12,60-69,6385,15.3,68,11.76
2725,2020-12-12,70-79,3231,7.74,180,31.14
2726,2020-12-12,80 이상,1854,4.44,298,51.56
2727,2020-12-12,여성,21707,52.01,283,48.96
2728,2020-12-12,남성,20029,47.99,295,51.04
2729,2020-12-13,0-9,1346,3.15,0,0.0
2730,2020-12-13,10-19,2672,6.25,0,0.0
2731,2020-12-13,20-29,7602,17.78,0,0.0
2732,2020-12-13,30-39,5500,12.86,2,0.34
2733,2020-12-13,40-49,6006,14.04,5,0.86
2734,2020-12-13,50-59,7811,18.26,25,4.31
2735,2020-12-13,60-69,6568,15.36,70,12.07
2736,2020-12-13,70-79,3336,7.8,180,31.03
2737,2020-12-13,80 이상,1925,4.5,298,51.38
2738,2020-12-13,여성,22253,52.03,283,48.79
2739,2020-12-13,남성,20513,47.97,297,51.21
2740,2020-12-14,0-9,1377,3.17,0,0.0
2741,2020-12-14,10-19,2726,6.27,0,0.0
2742,2020-12-14,20-29,7700,17.71,0,0.0
2743,2020-12-14,30-39,5573,12.82,2,0.34
2744,2020-12-14,40-49,6127,14.09,5,0.85
2745,2020-12-14,50-59,7949,18.28,25,4.26
2746,2020-12-14,60-69,6676,15.35,72,12.27
2747,2020-12-14,70-79,3385,7.78,183,31.18
2748,2020-12-14,80 이상,1971,4.53,300,51.11
2749,2020-12-14,여성,22641,52.07,285,48.55
2750,2020-12-14,남성,20843,47.93,302,51.45
2751,2020-12-15,0-9,1417,3.19,0,0.0
2752,2020-12-15,10-19,2780,6.27,0,0.0
2753,2020-12-15,20-29,7800,17.58,0,0.0
2754,2020-12-15,30-39,5686,12.82,2,0.33
2755,2020-12-15,40-49,6252,14.09,5,0.83
2756,2020-12-15,50-59,8100,18.26,25,4.17
2757,2020-12-15,60-69,6808,15.35,74,12.33
2758,2020-12-15,70-79,3464,7.81,185,30.83
2759,2020-12-15,80 이상,2057,4.64,309,51.5
2760,2020-12-15,여성,23106,52.08,292,48.67
2761,2020-12-15,남성,21258,47.92,308,51.33
2762,2020-12-16,0-9,1462,3.22,0,0.0
2763,2020-12-16,10-19,2849,6.27,0,0.0
2764,2020-12-16,20-29,7953,17.5,0,0.0
2765,2020-12-16,30-39,5790,12.74,2,0.33
2766,2020-12-16,40-49,6394,14.07,6,0.98
2767,2020-12-16,50-59,8315,18.3,25,4.08
2768,2020-12-16,60-69,6999,15.4,74,12.09
2769,2020-12-16,70-79,3555,7.82,190,31.05
2770,2020-12-16,80 이상,2125,4.68,315,51.47
2771,2020-12-16,여성,23628,52.0,295,48.2
2772,2020-12-16,남성,21814,48.0,317,51.8
2773,2020-12-17,0-9,1518,3.27,0,0.0
2774,2020-12-17,10-19,2903,6.25,0,0.0
2775,2020-12-17,20-29,8060,17.35,0,0.0
2776,2020-12-17,30-39,5912,12.73,2,0.32
2777,2020-12-17,40-49,6535,14.07,6,0.95
2778,2020-12-17,50-59,8529,18.36,26,4.1
2779,2020-12-17,60-69,7172,15.44,77,12.15
2780,2020-12-17,70-79,3640,7.84,194,30.6
2781,2020-12-17,80 이상,2184,4.7,329,51.89
2782,2020-12-17,여성,24166,52.02,303,47.79
2783,2020-12-17,남성,22287,47.98,331,52.21
2784,2020-12-18,0-9,1558,3.28,0,0.0
2785,2020-12-18,10-19,2969,6.25,0,0.0
2786,2020-12-18,20-29,8183,17.22,0,0.0
2787,2020-12-18,30-39,6044,12.72,2,0.31
2788,2020-12-18,40-49,6669,14.04,6,0.93
2789,2020-12-18,50-59,8754,18.42,26,4.03
2790,2020-12-18,60-69,7358,15.49,77,11.94
2791,2020-12-18,70-79,3730,7.85,197,30.54
2792,2020-12-18,80 이상,2250,4.74,337,52.25
2793,2020-12-18,여성,24744,52.08,309,47.91
2794,2020-12-18,남성,22771,47.92,336,52.09
2795,2020-12-19,0-9,1591,3.28,0,0.0
2796,2020-12-19,10-19,3035,6.25,0,0.0
2797,2020-12-19,20-29,8318,17.13,0,0.0
2798,2020-12-19,30-39,6155,12.67,2,0.3
2799,2020-12-19,40-49,6823,14.05,6,0.91
2800,2020-12-19,50-59,8974,18.48,28,4.25
2801,2020-12-19,60-69,7534,15.51,77,11.68
2802,2020-12-19,70-79,3813,7.85,199,30.2
2803,2020-12-19,80 이상,2327,4.79,347,52.66
2804,2020-12-19,여성,25325,52.14,320,48.56
2805,2020-12-19,남성,23245,47.86,339,51.44
2806,2020-12-20,0-9,1638,3.3,0,0.0
2807,2020-12-20,10-19,3105,6.25,0,0.0
2808,2020-12-20,20-29,8455,17.02,0,0.0
2809,2020-12-20,30-39,6297,12.68,2,0.3
2810,2020-12-20,40-49,6975,14.04,6,0.89
2811,2020-12-20,50-59,9207,18.54,28,4.15
2812,2020-12-20,60-69,7722,15.55,81,12.02
2813,2020-12-20,70-79,3892,7.84,200,29.67
2814,2020-12-20,80 이상,2374,4.78,357,52.97
2815,2020-12-20,여성,25797,51.94,329,48.81
2816,2020-12-20,남성,23868,48.06,345,51.19
