,이름,주소,가격,셀프,상표,구,lat,lng,거리
415,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),1375.0,Y,GS칼텍스,금천구,37.4413113941798,126.903098285437,10.187701900796986
416,남서울경복에너지,서울 금천구 독산로 257 (독산동),1375.0,Y,S-OIL,금천구,37.469845191888,126.90243011308,7.014947791913505
417,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),1375.0,Y,S-OIL,금천구,37.4497187855494,126.902913626412,9.252817327852329
418,KH에너지(주)직영시흥대로주유소,서울 금천구 시흥대로 221 (시흥동),1385.0,N,SK에너지,금천구,37.4534458438663,126.900550432405,8.84068007922923
419,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),1405.0,N,SK에너지,금천구,37.4372089031842,126.902454192707,10.643904802520737
420,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,1420.0,N,SK에너지,금천구,37.4731511316389,126.897896050978,6.661510139878766
421,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),1422.0,N,현대오일뱅크,금천구,37.4802057470935,126.9075034274,5.877264856237958
422,배꽃나라주유소,서울 노원구 화랑로 466 (공릉동),1345.0,Y,GS칼텍스,노원구,37.618596156319,127.079175483364,18.22753035809161
423,월계주유소,서울 노원구 월계로 252 (월계동),1369.0,Y,GS칼텍스,노원구,37.6244413704143,127.050757889236,16.53686590624871
424,삼육주유소,서울 노원구 화랑로 822 (공릉동),1370.0,Y,SK에너지,노원구,37.6386046072816,127.109024234645,21.637174213294575
425,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),1384.0,Y,S-OIL,노원구,37.6259562863554,127.085549633788,19.137749899214587
426,화랑대주유소,서울 노원구 화랑로 483,1398.0,Y,SK에너지,노원구,37.6195769270747,127.080835709226,18.409184373072137
427,성북역주유소,서울 노원구 광운로 95 (월계동),1398.0,N,GS칼텍스,노원구,37.6260132376987,127.059963771248,17.28757093119763
428,한신주유소,서울 노원구 동일로 1089 (공릉동),1398.0,N,SK에너지,노원구,37.6269756281327,127.071967647121,18.20707342394929
429,불암주유소,서울특별시 노원구  한글비석로 268 (중계동),1413.0,Y,S-OIL,노원구,37.6513310786557,127.077325621232,20.24086992774818
430,(주)소모에너지엔테크놀러지 수락산주유소,서울 노원구 동일로 1772,1419.0,Y,GS칼텍스,노원구,37.6866965763479,127.055858852259,21.77238503714232
431,신성주유소,서울 노원구 월계로 328 (월계동),1428.0,Y,S-OIL,노원구,37.628768841181,127.05737392402,17.29224406481862
432,현대오일뱅크㈜직영 하계주유소,서울 노원구 노원로17길 29 (하계동),1429.0,N,현대오일뱅크,노원구,37.6422159367552,127.07038916763,19.121726037277686
433,노원주유소,서울 노원구 동일로 1008 (공릉동),1439.0,N,GS칼텍스,노원구,37.6202556594805,127.07507975998,18.01940545492866
434,하계삼호주유소,서울 노원구 공릉로 294 (하계동),1470.0,N,GS칼텍스,노원구,37.6335890073283,127.072325002414,18.663820848068788
435,상계동주유소,서울 노원구 노원로26길 191 (상계동),1480.0,N,현대오일뱅크,노원구,37.6583847492925,127.071218588225,20.36379025695464
436,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),1325.0,N,현대오일뱅크,도봉구,37.6744735831616,127.044066665278,20.062607331471508
437,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),1330.0,Y,GS칼텍스,도봉구,37.6843693792253,127.045522281038,21.012903188072265
438,한이에너지(주)KLP제1주유소,서울 도봉구 도봉로 596 (창동),1335.0,N,현대오일뱅크,도봉구,37.6577684862056,127.040593245003,18.439110920926886
439,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),1337.0,Y,SK에너지,도봉구,37.6449722642179,127.032158920343,16.883689963496106
440,정다운셀프주유소, 서울특별시 도봉구 도봉로 635 (쌍문동),1345.0,Y,SK에너지,도봉구,37.6611789816136,127.041600371636,18.78371531488713
441,극동유화(주)대안주유소,서울 도봉구 마들로 574 (창동),1345.0,Y,S-OIL,도봉구,37.6615142612008,127.047499715993,19.15386259415709
442,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),1357.0,Y,SK에너지,도봉구,37.644630640363,127.03270797948,16.888440145513304
443,쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),1359.0,Y,S-OIL,도봉구,37.6540051043115,127.037537600995,17.94722083999987
444,현대오일뱅크㈜직영 도봉현대셀프주유소,서울 도봉구 도봉로 941 (도봉동),1360.0,Y,현대오일뱅크,도봉구,37.6883740291887,127.045327229383,21.36111301692115
445,구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),1369.0,Y,S-OIL,도봉구,37.6674517132657,127.043562669797,19.428121398573076
446,서현주유소,서울 도봉구 방학로 142 (방학동),1369.0,Y,S-OIL,도봉구,37.6631054665765,127.036402243593,18.65453868528979
447,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,1369.0,Y,GS칼텍스,도봉구,37.6624797249011,127.031423782992,18.32629831799846
448,노원교주유소,서울 도봉구 마들로 776 (도봉동),1373.0,Y,현대오일뱅크,도봉구,37.679014779402,127.049750654086,20.769170617439702
449,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),1387.0,N,GS칼텍스,도봉구,37.641453403829,127.040298160768,17.09760489497801
450,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),1395.0,Y,현대오일뱅크,도봉구,37.6490837065592,127.026816404033,16.915853483475665
451,오복주유소,서울 도봉구 방학로 43,1418.0,Y,S-OIL,도봉구,37.6622801187124,127.047441496273,19.214070337760187
452,현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,1419.0,N,현대오일뱅크,도봉구,37.6624183146713,127.035427675612,18.54113249344017
453,창동제일주유소,서울 도봉구 해등로3길 86 (창동),1557.0,N,S-OIL,도봉구,37.6468441893808,127.039445115121,17.473650204686457
454,(주)보성 세곡주유소,서울 강남구  헌릉로 731 (세곡동),1375.0,Y,SK에너지,강남구,37.4672717183911,127.118742598267,20.39814394799782
455,GS칼텍스(주)직영 산성주유소,서울 강남구 헌릉로 730 (세곡동),1385.0,Y,GS칼텍스,강남구,37.466556801977,127.119065437775,20.453375726206534
456,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),1394.0,Y,SK에너지,강남구,37.4858569015938,127.039563953841,13.147323422512903
457,방죽주유소,서울 강남구 밤고개로 215 (율현동),1399.0,Y,S-OIL,강남구,37.4749982222533,127.106869450908,19.116512820476036
458,현대오일뱅크 도곡셀프주유소,서울 강남구  남부순환로 2718 (도곡2동),1404.0,Y,현대오일뱅크,강남구,37.4854150814069,127.043319375098,13.471061042419311
459,지에스칼텍스㈜ 주성주유소,서울 강남구 영동대로 716,1405.0,N,GS칼텍스,강남구,37.521943936469,127.056680709065,13.621799077082363
460,지에스칼텍스㈜ GS타워주유소,서울 강남구 논현로 516 (역삼동),1415.0,N,GS칼텍스,강남구,37.5027340222428,127.036487434295,12.256596425862286
461,SK에너지(주) 매봉주유소,서울 강남구 언주로 307,1415.0,Y,SK에너지,강남구,37.4948857027485,127.045837976814,13.303583153738261
462,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,1415.0,N,GS칼텍스,강남구,37.5000487098544,127.067184321895,14.949324105985008
463,SK서광주유소,서울 강남구 역삼로 142 (역삼동),1415.0,Y,SK에너지,강남구,37.4943841027679,127.035078677738,12.426701342842227
464,에쓰-오일㈜직영 개나리주유소,서울 강남구 언주로 423 (역삼동),1415.0,N,S-OIL,강남구,37.5008017584379,127.043077427217,12.87467375629919
465,역삼주유소,서울 강남구 역삼로 205 (역삼동),1415.0,N,GS칼텍스,강남구,37.4963803828852,127.039609197356,12.729764600434617
466,현대오일뱅크(주) 유진주유소,서울 강남구 논현로 152 (도곡동),1418.0,N,현대오일뱅크,강남구,37.4833598928005,127.04279289071,13.520059745205469
467,SK에너지㈜ 진달래주유소,서울 강남구 도곡로 208,1419.0,N,SK에너지,강남구,37.4922419642868,127.041968417985,13.079420986569328
468,(주)선진도곡주유소,서울 강남구 도곡로 162 (도곡동),1419.0,N,S-OIL,강남구,37.4910466850801,127.037701387421,12.774903076799752
469,(유)동하석유 힐탑셀프주유소,서울 강남구 논현로 640,1435.0,Y,SK에너지,강남구,37.5107346951545,127.032734745238,11.718954634093658
470,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),1441.0,Y,GS칼텍스,강남구,37.5118848636563,127.053592956974,13.499896913992314
471,대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),1453.0,Y,SK에너지,강남구,37.5253467761709,127.033802833889,11.579913035515661
472,현대오일뱅크㈜직영 삼성동주유소,서울 강남구 테헤란로 619 (삼성동),1461.0,N,현대오일뱅크,강남구,37.5099155151471,127.065115207351,14.53886561831251
473,현대오일뱅크㈜직영 오천주유소,서울 강남구 봉은사로 503 (삼성동),1461.0,N,현대오일뱅크,강남구,37.5135093706215,127.053798621427,13.487518001718021
474,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),1468.0,Y,SK에너지,강남구,37.4835336870413,127.104011797711,18.575988701686054
475,(주)중앙에너비스 수서지점,서울 강남구 광평로 202 (수서동),1468.0,Y,SK에너지,강남구,37.4840308926021,127.094990086002,17.800327167256643
476,일원주유소,서울 강남구 양재대로55길 3 (일원동),1469.0,Y,S-OIL,강남구,37.4910581740806,127.087818878087,16.967522040022313
477,에스제이에너지산업(주) 개포주유소,서울 강남구 양재대로 339,1498.0,N,GS칼텍스,강남구,37.4723695996899,127.051706222102,14.758512343087773
479,대교주유소,서울 강남구 강남대로 640 (신사동),1550.0,N,SK에너지,강남구,37.5189616357236,127.019429526732,10.39879984036481
480,현대오일뱅크(주)직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),1586.0,N,현대오일뱅크,강남구,37.5195029758336,127.026318277671,10.991473722014337
481,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),1638.0,N,현대오일뱅크,강남구,37.5288083225857,127.034160991395,11.589547329104782
482,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,1657.0,N,현대오일뱅크,강남구,37.5258295895753,127.026526394126,10.93601909725086
483,명품주유소,서울 강남구 도곡로 249 (역삼동),1698.0,N,S-OIL,강남구,37.4941658353154,127.045509037091,13.301860351872365
484,대성석유(주)동호주유소,서울 강남구 봉은사로113길 51,1777.0,N,GS칼텍스,강남구,37.5185133147555,127.064676315855,14.362078162871057
485,SK논현주유소,서울 강남구 논현로 747 (논현동),1788.0,N,SK에너지,강남구,37.5185333217982,127.028244442649,11.174791882853775
486,대청주유소,서울 강남구 개포로 654 (일원동),1789.0,N,SK에너지,강남구,37.4949115610354,127.084285848356,16.553103697659356
487,경원주유소,서울 강남구 도산대로 428 (청담동),1845.0,N,S-OIL,강남구,37.5232937413996,127.042734465323,12.383401748585944
488,갤러리아주유소,서울 강남구 압구정로 426 (청담동),1848.0,N,SK에너지,강남구,37.5268171796175,127.04353234534,12.425625072135517
489,학여울주유소,서울 강남구  남부순환로 3170 (일원2동),1868.0,N,GS칼텍스,강남구,37.4984484660486,127.077571649146,15.88140021972628
490,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),1869.0,N,GS칼텍스,강남구,37.5115512804432,127.047114626083,12.944387975077882
491,(주)소모에너지엔테크놀러지 쎈트럴주유소,서울 강남구 삼성로 335 (대치동),1883.0,N,GS칼텍스,강남구,37.5014264471377,127.059074163314,14.21818514519955
492,뉴서울(강남),서울 강남구 언주로 716 (논현동),2025.0,N,SK에너지,강남구,37.5176692766197,127.035822681258,11.850028504296676
